3,600,[2283],[758],[2282]
3,600,[1234],[410],[1233]
3,600,[1403],[469],[1402]
3,600,[113],[39],[112]
3,600,[694],[232],[693]
3,600,[805],[270],[804]
3,600,[300],[100],[299]
3,600,[59],[21],[58]
3,600,[212],[72],[211]
3,600,[1232],[410],[1231]
3,600,[555],[183],[554]
3,600,[918],[306],[917]
3,600,[1289],[431],[1288]
3,600,[64],[23],[63]
3,600,[391],[132],[390]
3,600,[91],[31],[90]
3,600,[3513],[1171],[3512]
3,600,[968],[324],[967]
3,600,[40],[15],[39]
3,600,[2423],[800],[2422]
3,600,[2452],[816],[2451]
3,600,[2018],[674],[2017]
3,600,[1313],[439],[1312]
3,600,[1399],[468],[1398]
3,600,[269],[91],[268]
3,600,[1745],[583],[1744]
3,600,[121],[42],[120]
3,600,[1757],[587],[1756]
3,600,[179],[61],[178]
3,600,[110],[38],[109]
3,600,[840],[281],[839]
3,600,[1697],[567],[1696]
3,600,[122],[42],[121]
3,600,[589],[198],[588]
3,600,[692],[232],[691]
3,600,[2267],[757],[2266]
3,600,[1320],[438],[1319]
3,600,[83],[29],[82]
3,600,[1700],[568],[1699]
3,600,[1193],[399],[1192]
