3,900,[11],[5],[10]
3,900,[775],[260],[774]
3,900,[548],[183],[547]
3,900,[132],[45],[131]
3,900,[1363],[455],[1362]
3,900,[2280],[760],[2279]
3,900,[1420],[471],[1419]
3,900,[812],[270],[811]
3,900,[2039],[676],[2038]
3,900,[1565],[521],[1564]
3,900,[628],[196],[627]
3,900,[530],[178],[529]
3,900,[531],[175],[530]
3,900,[250],[82],[249]
3,900,[107],[37],[106]
3,900,[143],[49],[142]
3,900,[1048],[347],[1047]
3,900,[805],[269],[804]
3,900,[1026],[333],[1025]
3,900,[326],[110],[325]
3,900,[1202],[399],[1201]
3,900,[742],[246],[741]
3,900,[2410],[798],[2409]
3,900,[963],[315],[962]
3,900,[384],[129],[383]
3,900,[893],[296],[892]
3,900,[618],[208],[617]
3,900,[322],[106],[321]
3,900,[1394],[466],[1393]
3,900,[828],[266],[827]
3,900,[744],[248],[743]
3,900,[1838],[610],[1837]
3,900,[357],[120],[356]
3,900,[1033],[345],[1032]
3,900,[1482],[492],[1481]
3,900,[366],[123],[365]
3,900,[71],[23],[70]
3,900,[1556],[516],[1555]
3,900,[1532],[512],[1531]
3,900,[702],[235],[701]
