3,300,[225],[70],[224]
3,300,[1091],[341],[1090]
3,300,[1678],[486],[1677]
3,300,[145],[45],[144]
3,300,[611],[202],[610]
3,300,[199],[63],[198]
3,300,[548],[167],[547]
3,300,[69],[24],[68]
3,300,[106],[35],[105]
3,300,[1261],[378],[1260]
3,300,[211],[53],[210]
3,300,[1374],[408],[1373]
3,300,[187],[54],[186]
3,300,[92],[29],[91]
3,300,[1247],[391],[1246]
3,300,[51],[19],[50]
3,300,[1364],[427],[1363]
3,300,[94],[29],[93]
3,300,[120],[35],[119]
6,300,[338],[90],[334]
3,300,[29],[11],[28]
3,300,[370],[106],[369]
3,300,[169],[50],[168]
3,300,[180],[60],[179]
3,300,[1795],[532],[1794]
3,300,[94],[33],[93]
3,300,[141],[48],[140]
3,300,[869],[273],[868]
3,300,[376],[115],[375]
3,300,[956],[289],[955]
3,300,[50],[18],[49]
3,300,[45],[16],[44]
3,300,[77],[27],[76]
3,300,[181],[55],[180]
3,300,[110],[29],[109]
3,300,[170],[58],[169]
3,300,[65],[23],[64]
3,300,[74],[26],[73]
3,300,[352],[117],[351]
3,300,[917],[282],[916]
